Rule,File,Line,Before,After,Severity
D6-001,DbQueryAnalyzer.java,121,"""SELECT * FROM x WHERE name = '"" + userInput + ""'""","""SELECT * FROM x WHERE name = ?"" with PreparedStatement / @Query :param",CRITICAL
D8-001,DbQueryAnalyzer.java,121,PreparedStatement resource = new PreparedStatement(...);,try (PreparedStatement resource = new PreparedStatement(...)) { ... },HIGH
D1-002,CodeQualityAnalyzer.java,43,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CodeQualityAnalyzer.java,106,,Extract private helper methods for logical blocks,MEDIUM
D1-004,CodeQualityAnalyzer.java,111,,private static final int CONSTANT_NAME = 20;,LOW
D1-004,CodeQualityAnalyzer.java,126,,private static final int CONSTANT_NAME = 30;,LOW
D1-004,CodeQualityAnalyzer.java,137,,private static final int CONSTANT_NAME = 5;,LOW
D1-002,CodeQualityAnalyzer.java,168,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CodeQualityAnalyzer.java,212,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CodeQualityAnalyzer.java,264,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CodeQualityAnalyzer.java,345,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CodeQualityAnalyzer.java,391,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CodeQualityAnalyzer.java,517,,Extract private helper methods for logical blocks,MEDIUM
D1-004,CodeQualityAnalyzer.java,532,,private static final int CONSTANT_NAME = 3;,LOW
D3-001,CodeQualityAnalyzer.java,119,for(x : list) { result += x.toString(); },StringBuilder sb = new StringBuilder(); for(x : list) { sb.append(x); },MEDIUM
D3-001,CodeQualityAnalyzer.java,440,for(x : list) { result += x.toString(); },StringBuilder sb = new StringBuilder(); for(x : list) { sb.append(x); },MEDIUM
D3-001,CodeQualityAnalyzer.java,528,for(x : list) { result += x.toString(); },StringBuilder sb = new StringBuilder(); for(x : list) { sb.append(x); },MEDIUM
D6-001,CodeQualityAnalyzer.java,345,"""SELECT * FROM x WHERE name = '"" + userInput + ""'""","""SELECT * FROM x WHERE name = ?"" with PreparedStatement / @Query :param",CRITICAL
D8-001,CodeQualityAnalyzer.java,345,PreparedStatement resource = new PreparedStatement(...);,try (PreparedStatement resource = new PreparedStatement(...)) { ... },HIGH
D8-001,CodeQualityAnalyzer.java,430,InputStream resource = new InputStream(...);,try (InputStream resource = new InputStream(...)) { ... },HIGH
D8-001,CodeQualityAnalyzer.java,430,Connection resource = new Connection(...);,try (Connection resource = new Connection(...)) { ... },HIGH
D11-002,CodeQualityAnalyzer.java,0,,".requestMatchers(""/admin/**"").hasRole(""ADMIN"")",CRITICAL
