Rule,Severity,Title,File,Line,Category,Affected Endpoint,Auto-Fixed
A3-004,MEDIUM,Potential missing index — LicensePlateNumberRepository.byLicensePlateNumberAndCountry(),,0,A3,GET /licenceplates,NO
A3-004,MEDIUM,Potential missing index — LicensePlateNumberRepository.byLicensePlateNumberAndCountry(),,0,A3,GET /licenceplates/health,NO
A2-003,HIGH,Synchronous REST call — HealthServiceResource.getServiceHealth(),,0,A2,GET /servicehealth,NO
A2-005,HIGH,No timeout on REST client — RESOLVED_AT_RUNTIME,,0,A2,GET /servicehealth,NO
A2-006,MEDIUM,No circuit breaker on external call — RESOLVED_AT_RUNTIME,,0,A2,GET /servicehealth,NO
A3-004,MEDIUM,Potential missing index — VinBrandRepository.getBrand(),,0,A3,GET /activeContractsDAI,NO
A3-004,MEDIUM,Potential missing index — CicsConfigurationRepository.byBrandAndCountry(),,0,A3,GET /health/sagaiWarrantyHealth,NO
A3-004,MEDIUM,Potential missing index — SagaiDeployedRepository.getMarketCode(),,0,A3,GET /vinscontracts,NO
A3-004,MEDIUM,Potential missing index — SagaiDeployedRepository.getMarketCode(),,0,A3,GET /vinscontracts,NO
A3-004,MEDIUM,Potential missing index — SagaiDeployedRepository.getSagaiCountryID(),,0,A3,GET /vinscontracts,NO
A3-004,MEDIUM,Potential missing index — SagaiDeployedRepository.getCountryConfigValue(),,0,A3,GET /vinscontracts,NO
D1-001,MEDIUM,God class — 26 methods in ApplicationConfig,ApplicationConfig.java,0,D1,,NO
D1-001,MEDIUM,God class — 30 methods in VehicleDescriptionJsonResponse,VehicleDescriptionJsonResponse.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),VinAlcdvDetails.java,101,D1,,NO
D7-001,LOW,Deprecated API — Date used in VinAlcdvDetails,VinAlcdvDetails.java,33,D7,,NO
D7-001,LOW,Deprecated API — Date used in VinAlcdvDetails,VinAlcdvDetails.java,72,D7,,NO
D7-001,LOW,Deprecated API — Date used in VinAlcdvDetails,VinAlcdvDetails.java,81,D7,,NO
D7-001,LOW,Deprecated API — Date used in AbstractService,AbstractService.java,59,D7,,NO
D7-001,LOW,Deprecated API — Date used in AbstractService,AbstractService.java,63,D7,,NO
D1-002,MEDIUM,Long method — getAlcdvAttributes() is 38 lines,AlcdvServiceImpl.java,90,D1,,NO
D1-002,MEDIUM,Long method — callThub() is 43 lines,AlcdvServiceImpl.java,153,D1,,NO
D1-004,LOW,Magic number 80 in getRequestConfig(),AlcdvServiceImpl.java,219,D1,,NO
D1-004,LOW,Magic number 443 in getTargetHost(),AlcdvServiceImpl.java,232,D1,,NO
D1-004,LOW,Magic number 80 in getHttpClient(),AlcdvServiceImpl.java,255,D1,,NO
D1-002,MEDIUM,Long method — mapVinAlcdvAttributesResponse() is 33 lines,AlcdvServiceImpl.java,288,D1,,NO
D7-001,LOW,Deprecated API — Date used in AlcdvServiceImpl,AlcdvServiceImpl.java,273,D7,,NO
D11-001,CRITICAL,Hardcoded credential — API_KEY in Constants,Constants.java,24,D11,,YES
D11-001,CRITICAL,Hardcoded credential — PASSWORD in Constants,Constants.java,57,D11,,YES
D1-002,MEDIUM,Long method — getAlcdvHealth() is 43 lines,AlcdvResource.java,110,D1,,NO
D11-001,CRITICAL,Hardcoded credential — NULL_API_KEY in ResponseMessages,ResponseMessages.java,19,D11,,YES
D11-001,CRITICAL,Hardcoded credential — EMPTY_API_KEY in ResponseMessages,ResponseMessages.java,22,D11,,YES
D11-001,CRITICAL,Hardcoded credential — INVALID_API_KEY in ResponseMessages,ResponseMessages.java,25,D11,,YES
D1-004,LOW,Magic number 31 in hashCode(),TechdocReftechBrand.java,113,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),TechdocReftechCar.java,113,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),TechdocReftechModel.java,113,D1,,NO
D1-002,MEDIUM,Long method — mapTechdocAndReftechbrand() is 33 lines,TechdocReftechBrandServiceImpl.java,87,D1,,NO
D1-002,MEDIUM,Long method — mapTechdocAndReftechCar() is 32 lines,TechdocReftechCarServiceImpl.java,150,D1,,NO
D1-002,MEDIUM,Long method — processModelMapping() is 31 lines,TechdocReftechModelServiceImpl.java,84,D1,,NO
D11-001,CRITICAL,Hardcoded credential — REQUEST_HEADER_API_KEY in Constants,Constants.java,67,D11,,YES
D1-002,MEDIUM,Long method — getById() is 53 lines,ApiResource.java,84,D1,,NO
D1-004,LOW,Magic number 417 in getById(),ApiResource.java,90,D1,,NO
D1-004,LOW,Magic number 417 in add(),ApiResource.java,151,D1,,NO
D1-004,LOW,Magic number 417 in delete(),ApiResource.java,186,D1,,NO
D1-004,LOW,Magic number 401 in getConfiguration(),ConfigurationResource.java,79,D1,,NO
D1-004,LOW,Magic number 401 in updateConfiguration(),ConfigurationResource.java,115,D1,,NO
D1-004,LOW,Magic number 400 in getLanguageForBrands(),LanguageResource.java,57,D1,,NO
D1-002,MEDIUM,Long method — getById() is 42 lines,ServicesHealthResouce.java,80,D1,,NO
D1-004,LOW,Magic number 417 in getById(),ServicesHealthResouce.java,85,D1,,NO
D1-004,LOW,Magic number 417 in add(),ServicesHealthResouce.java,135,D1,,NO
D11-001,CRITICAL,Hardcoded credential — SECRET_KEY in AuthConstant,AuthConstant.java,24,D11,,YES
D11-001,CRITICAL,Hardcoded credential — API_KEY_NOT_VALIDATED in AuthConstant,AuthConstant.java,26,D11,,YES
D1-002,MEDIUM,Long method — generate() is 45 lines,AuthenticationResource.java,114,D1,,NO
D1-004,LOW,Magic number 401 in generate(),AuthenticationResource.java,120,D1,,NO
D1-002,MEDIUM,Long method — validateToken() is 58 lines,AuthenticationResource.java,167,D1,,NO
D1-004,LOW,Magic number 204 in validateToken(),AuthenticationResource.java,172,D1,,NO
D1-004,LOW,Magic number 401 in validateToken(),AuthenticationResource.java,172,D1,,NO
D1-004,LOW,Magic number 401 in validateRequestParameter(),AuthenticationResource.java,236,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Aggregate.java,31,D1,,NO
D1-001,MEDIUM,God class — 26 methods in AuthentiationServiceImpl,AuthentiationServiceImpl.java,0,D1,,NO
D1-004,LOW,Magic number 5 in isEncryptedToken(),AuthentiationServiceImpl.java,641,D1,,NO
D7-001,LOW,Deprecated API — Date used in AuthentiationServiceImpl,AuthentiationServiceImpl.java,257,D7,,NO
D11-001,CRITICAL,Hardcoded credential — API_KEY in AuthentiationServiceImpl,AuthentiationServiceImpl.java,80,D11,,YES
D11-001,CRITICAL,Hardcoded credential — TOKEN_DATE_FORMAT in AuthentiationServiceImpl,AuthentiationServiceImpl.java,83,D11,,YES
D1-002,MEDIUM,Long method — isValid() is 47 lines,DataProcessingServiceImpl.java,57,D1,,NO
D1-004,LOW,Magic number 17 in isValid(),DataProcessingServiceImpl.java,64,D1,,NO
D7-001,LOW,Deprecated API — Date used in DataProcessingServiceImpl,DataProcessingServiceImpl.java,126,D7,,NO
D7-001,LOW,Deprecated API — Date used in DataProcessingServiceImpl,DataProcessingServiceImpl.java,152,D7,,NO
D7-001,LOW,Deprecated API — Date used in DataProcessingServiceImpl,DataProcessingServiceImpl.java,176,D7,,NO
D1-002,MEDIUM,Long method — isValid() is 46 lines,DataProcessingServiceImpl.java,51,D1,,NO
D1-004,LOW,Magic number 17 in isValid(),DataProcessingServiceImpl.java,58,D1,,NO
D1-002,MEDIUM,Long method — writeInvalidDataToCsv() is 33 lines,DataProcessingServiceImpl.java,100,D1,,NO
D7-001,LOW,Deprecated API — Date used in DataProcessingServiceImpl,DataProcessingServiceImpl.java,123,D7,,NO
D7-001,LOW,Deprecated API — Date used in DataProcessingServiceImpl,DataProcessingServiceImpl.java,157,D7,,NO
D7-001,LOW,Deprecated API — Date used in DataProcessingServiceImpl,DataProcessingServiceImpl.java,168,D7,,NO
D7-001,LOW,Deprecated API — Date used in BatchStepListener,BatchStepListener.java,34,D7,,NO
D7-001,LOW,Deprecated API — Date used in BatchStepListener,BatchStepListener.java,48,D7,,NO
D8-001,HIGH,Potential resource leak — FileWriter in beforeStep(),BatchStepListener.java,32,D8,,YES
D8-001,HIGH,Potential resource leak — FileWriter in afterStep(),BatchStepListener.java,45,D8,,YES
D1-002,MEDIUM,Long method — write() is 52 lines,NewFileWriter.java,67,D1,,NO
D1-001,MEDIUM,God class — 30 methods in FileServiceImpl,FileServiceImpl.java,0,D1,,NO
D1-002,MEDIUM,Long method — processFiles() is 39 lines,FileServiceImpl.java,155,D1,,NO
D1-002,MEDIUM,Long method — processFile() is 346 lines,FileServiceImpl.java,204,D1,,NO
D1-002,MEDIUM,Long method — insert() is 57 lines,FileServiceImpl.java,555,D1,,NO
D1-004,LOW,Magic number 3 in insert(),FileServiceImpl.java,579,D1,,NO
D1-004,LOW,Magic number 3 in insert(),FileServiceImpl.java,581,D1,,NO
D1-004,LOW,Magic number 4 in insert(),FileServiceImpl.java,586,D1,,NO
D1-004,LOW,Magic number 4 in insert(),FileServiceImpl.java,588,D1,,NO
D1-004,LOW,Magic number 5 in insert(),FileServiceImpl.java,593,D1,,NO
D1-004,LOW,Magic number 5 in insert(),FileServiceImpl.java,595,D1,,NO
D1-004,LOW,Magic number 6 in insert(),FileServiceImpl.java,600,D1,,NO
D1-004,LOW,Magic number 6 in insert(),FileServiceImpl.java,602,D1,,NO
D1-004,LOW,Magic number 7 in insert(),FileServiceImpl.java,606,D1,,NO
D1-004,LOW,Magic number 8 in insert(),FileServiceImpl.java,609,D1,,NO
D1-004,LOW,Magic number 5 in retrieveData(),FileServiceImpl.java,627,D1,,NO
D1-002,MEDIUM,Long method — generateRegistration() is 65 lines,FileServiceImpl.java,646,D1,,NO
D1-004,LOW,Magic number 4 in generateRegistration(),FileServiceImpl.java,653,D1,,NO
D1-004,LOW,Magic number 5 in generateImmatImlBrand(),FileServiceImpl.java,724,D1,,NO
D1-004,LOW,Magic number 5 in generateImmatImlCountry(),FileServiceImpl.java,750,D1,,NO
D1-004,LOW,Magic number 5 in generateImmatImlRegistration(),FileServiceImpl.java,776,D1,,NO
D1-004,LOW,Magic number 5 in generateImmatImlVin(),FileServiceImpl.java,802,D1,,NO
D1-004,LOW,Magic number 3 in generateImmatImlVin(),FileServiceImpl.java,803,D1,,NO
D1-004,LOW,Magic number 5 in generateImmatImlRegDate(),FileServiceImpl.java,829,D1,,NO
D1-004,LOW,Magic number 4 in generateImmatImlRegDate(),FileServiceImpl.java,830,D1,,NO
D1-002,MEDIUM,Long method — fetchParameter() is 42 lines,FileServiceImpl.java,1065,D1,,NO
D6-001,CRITICAL,SQL INJECTION — string concatenation in insert(),FileServiceImpl.java,555,D6,,YES
D7-001,LOW,Deprecated API — Date used in FileServiceImpl,FileServiceImpl.java,101,D7,,NO
D7-001,LOW,Deprecated API — Date used in FileServiceImpl,FileServiceImpl.java,176,D7,,NO
D7-001,LOW,Deprecated API — Date used in FileServiceImpl,FileServiceImpl.java,176,D7,,NO
D7-001,LOW,Deprecated API — Date used in FileServiceImpl,FileServiceImpl.java,181,D7,,NO
D7-001,LOW,Deprecated API — Date used in FileServiceImpl,FileServiceImpl.java,181,D7,,NO
D7-001,LOW,Deprecated API — Date used in FileServiceImpl,FileServiceImpl.java,687,D7,,NO
D8-001,HIGH,Potential resource leak — BufferedReader in processFile(),FileServiceImpl.java,204,D8,,YES
D8-001,HIGH,Potential resource leak — FileInputStream in processFile(),FileServiceImpl.java,204,D8,,YES
D8-001,HIGH,Potential resource leak — InputStream in processFile(),FileServiceImpl.java,204,D8,,YES
D8-001,HIGH,Potential resource leak — PreparedStatement in insert(),FileServiceImpl.java,555,D8,,YES
D7-001,LOW,Deprecated API — Date used in BatchStepListener,BatchStepListener.java,34,D7,,NO
D7-001,LOW,Deprecated API — Date used in BatchStepListener,BatchStepListener.java,47,D7,,NO
D1-002,MEDIUM,Long method — deleteRecords() is 45 lines,DeadKtypeDataServiceImpl.java,55,D1,,NO
D7-001,LOW,Deprecated API — Date used in DeadKtypeDataServiceImpl,DeadKtypeDataServiceImpl.java,120,D7,,NO
D7-001,LOW,Deprecated API — Date used in DeadKtypeDataServiceImpl,DeadKtypeDataServiceImpl.java,124,D7,,NO
D6-001,CRITICAL,SQL INJECTION — string concatenation in generate(),CinPostgreSequenceGenerator.java,33,D6,,YES
D7-001,LOW,Deprecated API — Date used in BatchJobListener,BatchJobListener.java,63,D7,,NO
D7-001,LOW,Deprecated API — Date used in BatchJobListener,BatchJobListener.java,99,D7,,NO
D1-002,MEDIUM,Long method — write() is 36 lines,CarSelectorWriter.java,47,D1,,NO
D7-001,LOW,Deprecated API — Date used in FamilyWriter,FamilyWriter.java,137,D7,,NO
D1-002,MEDIUM,Long method — setLcdvVersion16Data() is 31 lines,LcdvVersion16Writer.java,89,D1,,NO
D7-001,LOW,Deprecated API — Date used in LcdvVersion16Writer,LcdvVersion16Writer.java,66,D7,,NO
D7-001,LOW,Deprecated API — Date used in LcdvVersion16Writer,LcdvVersion16Writer.java,71,D7,,NO
D1-002,MEDIUM,Long method — write() is 38 lines,LcdvWriter.java,59,D1,,NO
D1-002,MEDIUM,Long method — handleFamily() is 41 lines,LcdvWriter.java,107,D1,,NO
D7-001,LOW,Deprecated API — Date used in LcdvWriter,LcdvWriter.java,85,D7,,NO
D1-002,MEDIUM,Long method — handlePhraseLabel() is 59 lines,PhraseWriter.java,165,D1,,NO
D1-002,MEDIUM,Long method — updateRcvModel() is 35 lines,RcvModelWriter.java,112,D1,,NO
D1-002,MEDIUM,Long method — setGroupCountrySaleData() is 41 lines,RegroupmentWriter.java,83,D1,,NO
D1-001,MEDIUM,God class — 28 methods in VehicleCommercialWriter,VehicleCommercialWriter.java,0,D1,,NO
D1-002,MEDIUM,Long method — write() is 31 lines,VehicleCommercialWriter.java,73,D1,,NO
D1-002,MEDIUM,Long method — setApplicabilitieData() is 36 lines,VehicleCommercialWriter.java,156,D1,,NO
D1-002,MEDIUM,Long method — setImageData() is 31 lines,VehicleCommercialWriter.java,258,D1,,NO
D1-002,MEDIUM,Long method — call() is 60 lines,TechDocCommandLineHandler.java,68,D1,,NO
D7-001,LOW,Deprecated API — Date used in TechDocCommandLineHandler,TechDocCommandLineHandler.java,168,D7,,NO
D6-001,CRITICAL,SQL INJECTION — string concatenation in generate(),CinPostgreSequenceGenerator.java,30,D6,,YES
D1-002,MEDIUM,Long method — setFileName() is 34 lines,BatchJobListener.java,63,D1,,NO
D7-001,LOW,Deprecated API — Date used in BatchJobListener,BatchJobListener.java,55,D7,,NO
D7-001,LOW,Deprecated API — Date used in BatchJobListener,BatchJobListener.java,112,D7,,NO
D7-001,LOW,Deprecated API — Date used in BatchJobListener,BatchJobListener.java,115,D7,,NO
D1-002,MEDIUM,Long method — onSkipInWrite() is 37 lines,BatchSkipRecordListener.java,36,D1,,NO
D7-001,LOW,Deprecated API — Date used in BatchSkipRecordListener,BatchSkipRecordListener.java,67,D7,,NO
D1-002,MEDIUM,Long method — doOpen() is 41 lines,TecDocReader.java,77,D1,,NO
D7-001,LOW,Deprecated API — Date used in TecDocReader,TecDocReader.java,112,D7,,NO
D1-002,MEDIUM,Long method — write() is 35 lines,BrandWriter.java,193,D1,,NO
D7-001,LOW,Deprecated API — Date used in CarHistoryWriter,CarHistoryWriter.java,81,D7,,NO
D1-001,MEDIUM,God class — 37 methods in CarWriter,CarWriter.java,0,D1,,NO
D1-002,MEDIUM,Long method — write() is 45 lines,CarWriter.java,310,D1,,NO
D1-002,MEDIUM,Long method — setCarSpecificData() is 43 lines,CarWriter.java,367,D1,,NO
D1-002,MEDIUM,Long method — setEngineForExisting() is 32 lines,CarWriter.java,637,D1,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,387,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,388,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,388,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,392,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,393,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,393,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,478,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,479,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,479,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,485,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,486,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarWriter,CarWriter.java,486,D7,,NO
D1-002,MEDIUM,Long method — processCountryRestrictionByVehicleType() is 40 lines,ContryRestrictionHandler.java,202,D1,,NO
D1-001,MEDIUM,God class — 26 methods in ModelWriter,ModelWriter.java,0,D1,,NO
D1-002,MEDIUM,Long method — write() is 41 lines,ModelWriter.java,222,D1,,NO
D7-001,LOW,Deprecated API — Date used in ModelWriter,ModelWriter.java,290,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelWriter,ModelWriter.java,291,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelWriter,ModelWriter.java,291,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelWriter,ModelWriter.java,295,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelWriter,ModelWriter.java,296,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelWriter,ModelWriter.java,296,D7,,NO
D1-002,MEDIUM,Long method — handleExistingPhrase() is 33 lines,PhraseHandler.java,138,D1,,NO
D7-001,LOW,Deprecated API — Date used in CarHistoryJsonRepresentation,CarHistoryJsonRepresentation.java,34,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarHistoryJsonRepresentation,CarHistoryJsonRepresentation.java,99,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarHistoryJsonRepresentation,CarHistoryJsonRepresentation.java,108,D7,,NO
D1-001,MEDIUM,God class — 37 methods in CarJsonRepresentation,CarJsonRepresentation.java,0,D1,,NO
D1-001,MEDIUM,God class — 21 methods in EngineJsonRepresentation,EngineJsonRepresentation.java,0,D1,,NO
D1-001,MEDIUM,God class — 25 methods in ModelJsonRepresentation,ModelJsonRepresentation.java,0,D1,,NO
D1-002,MEDIUM,Long method — callToCovert() is 63 lines,CorvetClientServiceImpl.java,100,D1,,NO
D1-002,MEDIUM,Long method — callToCovertWithSetTimeout() is 63 lines,CorvetClientServiceImpl.java,183,D1,,NO
D1-002,MEDIUM,Long method — byCountryCode() is 39 lines,ModelCountryJpaRepository.java,59,D1,,NO
D1-002,MEDIUM,Long method — byCountryCodeAndVehicleType() is 40 lines,ModelCountryJpaRepository.java,100,D1,,NO
D7-001,LOW,Deprecated API — Date used in ModelCountryJpaRepository,ModelCountryJpaRepository.java,73,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelCountryJpaRepository,ModelCountryJpaRepository.java,74,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelCountryJpaRepository,ModelCountryJpaRepository.java,115,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelCountryJpaRepository,ModelCountryJpaRepository.java,116,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),BatchFile.java,122,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Brand.java,136,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),BrandCountry.java,149,D1,,NO
D1-001,MEDIUM,God class — 38 methods in Car,Car.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Car.java,441,D1,,NO
D7-001,LOW,Deprecated API — Date used in Car,Car.java,60,D7,,NO
D7-001,LOW,Deprecated API — Date used in Car,Car.java,64,D7,,NO
D7-001,LOW,Deprecated API — Date used in Car,Car.java,187,D7,,NO
D7-001,LOW,Deprecated API — Date used in Car,Car.java,196,D7,,NO
D7-001,LOW,Deprecated API — Date used in Car,Car.java,205,D7,,NO
D7-001,LOW,Deprecated API — Date used in Car,Car.java,214,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),CarCountry.java,131,D1,,NO
D7-001,LOW,Deprecated API — Date used in CarHistory,CarHistory.java,40,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarHistory,CarHistory.java,47,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarHistory,CarHistory.java,108,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarHistory,CarHistory.java,117,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarHistory,CarHistory.java,144,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarHistory,CarHistory.java,153,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),CountryConstructionRange.java,150,D1,,NO
D7-001,LOW,Deprecated API — Date used in CountryConstructionRange,CountryConstructionRange.java,46,D7,,NO
D7-001,LOW,Deprecated API — Date used in CountryConstructionRange,CountryConstructionRange.java,50,D7,,NO
D7-001,LOW,Deprecated API — Date used in CountryConstructionRange,CountryConstructionRange.java,112,D7,,NO
D7-001,LOW,Deprecated API — Date used in CountryConstructionRange,CountryConstructionRange.java,121,D7,,NO
D7-001,LOW,Deprecated API — Date used in CountryConstructionRange,CountryConstructionRange.java,130,D7,,NO
D7-001,LOW,Deprecated API — Date used in CountryConstructionRange,CountryConstructionRange.java,139,D7,,NO
D1-001,MEDIUM,God class — 27 methods in Engine,Engine.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Engine.java,310,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),EngineNr.java,109,D1,,NO
D1-001,MEDIUM,God class — 27 methods in Model,Model.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Model.java,308,D1,,NO
D7-001,LOW,Deprecated API — Date used in Model,Model.java,51,D7,,NO
D7-001,LOW,Deprecated API — Date used in Model,Model.java,55,D7,,NO
D7-001,LOW,Deprecated API — Date used in Model,Model.java,144,D7,,NO
D7-001,LOW,Deprecated API — Date used in Model,Model.java,153,D7,,NO
D7-001,LOW,Deprecated API — Date used in Model,Model.java,162,D7,,NO
D7-001,LOW,Deprecated API — Date used in Model,Model.java,171,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),ModelCountry.java,156,D1,,NO
D8-001,HIGH,Potential resource leak — ResultSet in nullSafeGet(),TextArrayType.java,67,D8,,YES
D8-001,HIGH,Potential resource leak — Connection in nullSafeSet(),TextArrayType.java,83,D8,,YES
D8-001,HIGH,Potential resource leak — PreparedStatement in nullSafeSet(),TextArrayType.java,83,D8,,YES
D1-004,LOW,Magic number 31 in hashCode(),VehicleType.java,78,D1,,NO
D1-002,MEDIUM,Long method — byKey() is 31 lines,CnaxParameterJpaRepository.java,39,D1,,NO
D1-001,MEDIUM,God class — 37 methods in Cnaximl,Cnaximl.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Cnaximl.java,403,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),CnaxParameter.java,140,D1,,NO
D7-001,LOW,Deprecated API — Date used in CnaxParameter,CnaxParameter.java,37,D7,,NO
D7-001,LOW,Deprecated API — Date used in CnaxParameter,CnaxParameter.java,102,D7,,NO
D7-001,LOW,Deprecated API — Date used in CnaxParameter,CnaxParameter.java,111,D7,,NO
D7-001,LOW,Deprecated API — Date used in CnaxParameterServiceImpl,CnaxParameterServiceImpl.java,49,D7,,NO
D7-001,LOW,Deprecated API — Date used in CnaxParameterServiceImpl,CnaxParameterServiceImpl.java,71,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),ApplicationGroupId.java,75,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvApplicability.java,101,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvApplication.java,75,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvApplicationGroup.java,80,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvApplicationType.java,127,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvBrandReftech.java,94,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvCountrySale.java,122,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvCountrySalePhrase.java,119,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvEngine.java,157,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvGroup.java,97,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvGroupCountrySale.java,147,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvGroupCountrySalePhrase.java,121,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvGroupVehicle.java,116,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvImage.java,119,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvModel.java,199,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),RcvVehicleCommercial.java,182,D1,,NO
D1-002,MEDIUM,Long method — byCountryCodeAndVehicleCommericalId() is 38 lines,CountrySaleRepositoryImpl.java,55,D1,,NO
D11-001,CRITICAL,Hardcoded credential — API_KEY in ConsumerFlowConfigurationJpaRepository,ConsumerFlowConfigurationJpaRepository.java,33,D11,,YES
D11-001,CRITICAL,Hardcoded credential — API_KEY in ConsumerJpaRepository,ConsumerJpaRepository.java,30,D11,,YES
D1-004,LOW,Magic number 3 in byLpnNumber(),LicensePlateNumberDataJpaRepository.java,128,D1,,NO
