timestamp,message
1774433456402,"{""timestamp"":""2026-03-25 10:10:56.401"",""level"":""INFO"",""thread"":""XNIO-1 task-5"",""mdc"":{""REQUEST_ID"":""883C8D153795480BBC44391C409B5FC3""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: GET /licensePlateCountry - Fetch all license plate countries"",""context"":""default""}"
1774433456409,"{""timestamp"":""2026-03-25 10:10:56.409"",""level"":""INFO"",""thread"":""XNIO-1 task-5"",""mdc"":{""REQUEST_ID"":""883C8D153795480BBC44391C409B5FC3""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Fetched 19 license plate countries"",""context"":""default""}"
1774433488667,"{""timestamp"":""2026-03-25 10:11:28.667"",""level"":""INFO"",""thread"":""XNIO-1 task-1"",""mdc"":{""REQUEST_ID"":""D3D8A02B276C426DA9ADE7EBA209A44D""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerJpaRepository"",""message"":""Consumer found in  database with application name: B-Parts for id: 23"",""context"":""default""}"
1774433488672,"{""timestamp"":""2026-03-25 10:11:28.672"",""level"":""INFO"",""thread"":""XNIO-1 task-1"",""mdc"":{""REQUEST_ID"":""D3D8A02B276C426DA9ADE7EBA209A44D""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerFlowConfigurationJpaRepository"",""message"":""ConsumerFlowConfiguration not found in  database for apiKey: 8B493951D17A470A9D45BB179A4A1D46"",""context"":""default""}"
1774433491277,"{""timestamp"":""2026-03-25 10:11:31.277"",""level"":""INFO"",""thread"":""XNIO-1 task-7"",""mdc"":{""REQUEST_ID"":""1AA946012A4E42F693961D8BB2B5A12B""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: GET /licensePlateCountry - Fetch all license plate countries"",""context"":""default""}"
1774433491284,"{""timestamp"":""2026-03-25 10:11:31.283"",""level"":""INFO"",""thread"":""XNIO-1 task-7"",""mdc"":{""REQUEST_ID"":""1AA946012A4E42F693961D8BB2B5A12B""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Fetched 19 license plate countries"",""context"":""default""}"
1774433497377,"{""timestamp"":""2026-03-25 10:11:37.376"",""level"":""INFO"",""thread"":""XNIO-1 task-6"",""mdc"":{""REQUEST_ID"":""E0BAD1A7783D41F29AFB63E3A9A92B98""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Request received: GET /lpnCountryLimit - Fetch all LPN country limits"",""context"":""default""}"
1774433497379,"{""timestamp"":""2026-03-25 10:11:37.378"",""level"":""INFO"",""thread"":""XNIO-1 task-8"",""mdc"":{""REQUEST_ID"":""980E04B82DBB4D969F45829CB30D77F9""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: GET /licensePlateCountry - Fetch all license plate countries"",""context"":""default""}"
1774433497385,"{""timestamp"":""2026-03-25 10:11:37.382"",""level"":""INFO"",""thread"":""XNIO-1 task-6"",""mdc"":{""REQUEST_ID"":""E0BAD1A7783D41F29AFB63E3A9A92B98""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerCallLimitJpaRepository"",""message"":""Repository: fetched 5 LpnCountryLimit rows"",""context"":""default""}"
1774433497390,"{""timestamp"":""2026-03-25 10:11:37.389"",""level"":""INFO"",""thread"":""XNIO-1 task-6"",""mdc"":{""REQUEST_ID"":""E0BAD1A7783D41F29AFB63E3A9A92B98""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Fetched 5 LPN country limits"",""context"":""default""}"
1774433497391,"{""timestamp"":""2026-03-25 10:11:37.391"",""level"":""INFO"",""thread"":""XNIO-1 task-8"",""mdc"":{""REQUEST_ID"":""980E04B82DBB4D969F45829CB30D77F9""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Fetched 19 license plate countries"",""context"":""default""}"
1774433505812,"{""timestamp"":""2026-03-25 10:11:45.811"",""level"":""INFO"",""thread"":""XNIO-1 task-1"",""mdc"":{""REQUEST_ID"":""DDAE15803BD74D5A9E61184E9611448E""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Request received: PUT /lpnCountryLimit/5/update - Update LPN country limit"",""context"":""default""}"
1774433559045,"{""timestamp"":""2026-03-25 10:12:39.044"",""level"":""INFO"",""thread"":""XNIO-1 task-8"",""mdc"":{""REQUEST_ID"":""A8B43275027643339522257BAA2366B2""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: GET /licensePlateCountry - Fetch all license plate countries"",""context"":""default""}"
1774433559050,"{""timestamp"":""2026-03-25 10:12:39.049"",""level"":""INFO"",""thread"":""XNIO-1 task-2"",""mdc"":{""REQUEST_ID"":""F1E12AAD59EC45C0808F9EA9F01E859B""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Request received: GET /lpnCountryLimit - Fetch all LPN country limits"",""context"":""default""}"
1774433559054,"{""timestamp"":""2026-03-25 10:12:39.053"",""level"":""INFO"",""thread"":""XNIO-1 task-8"",""mdc"":{""REQUEST_ID"":""A8B43275027643339522257BAA2366B2""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Fetched 19 license plate countries"",""context"":""default""}"
1774433559055,"{""timestamp"":""2026-03-25 10:12:39.055"",""level"":""INFO"",""thread"":""XNIO-1 task-2"",""mdc"":{""REQUEST_ID"":""F1E12AAD59EC45C0808F9EA9F01E859B""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerCallLimitJpaRepository"",""message"":""Repository: fetched 5 LpnCountryLimit rows"",""context"":""default""}"
1774433559057,"{""timestamp"":""2026-03-25 10:12:39.057"",""level"":""INFO"",""thread"":""XNIO-1 task-2"",""mdc"":{""REQUEST_ID"":""F1E12AAD59EC45C0808F9EA9F01E859B""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Fetched 5 LPN country limits"",""context"":""default""}"
1774433683022,"{""timestamp"":""2026-03-25 10:14:43.021"",""level"":""INFO"",""thread"":""XNIO-1 task-2"",""mdc"":{""REQUEST_ID"":""C0D23ABB02C9490EA021677117730F5D""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Request received: PUT /lpnCountryLimit/5/update - Update LPN country limit"",""context"":""default""}"
1774433707091,"{""timestamp"":""2026-03-25 10:15:07.090"",""level"":""INFO"",""thread"":""XNIO-1 task-7"",""mdc"":{""REQUEST_ID"":""009FBA0A7FD7439D9D962011A5CFA1F9""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerJpaRepository"",""message"":""Consumer found in  database with application name: B-Parts for id: 23"",""context"":""default""}"
1774433707095,"{""timestamp"":""2026-03-25 10:15:07.095"",""level"":""INFO"",""thread"":""XNIO-1 task-7"",""mdc"":{""REQUEST_ID"":""009FBA0A7FD7439D9D962011A5CFA1F9""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerFlowConfigurationJpaRepository"",""message"":""ConsumerFlowConfiguration not found in  database for apiKey: 8B493951D17A470A9D45BB179A4A1D46"",""context"":""default""}"
1774437679074,"{""timestamp"":""2026-03-25 11:21:19.074"",""level"":""INFO"",""thread"":""XNIO-1 task-10"",""mdc"":{""REQUEST_ID"":""BD31718909C048759F33B06D0B014ABB""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: GET /licensePlateCountry - Fetch all license plate countries"",""context"":""default""}"
1774437679082,"{""timestamp"":""2026-03-25 11:21:19.081"",""level"":""INFO"",""thread"":""XNIO-1 task-10"",""mdc"":{""REQUEST_ID"":""BD31718909C048759F33B06D0B014ABB""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Fetched 19 license plate countries"",""context"":""default""}"
1774437690982,"{""timestamp"":""2026-03-25 11:21:30.981"",""level"":""INFO"",""thread"":""XNIO-1 task-3"",""mdc"":{""REQUEST_ID"":""DBE98A4BB6914DF1BD39FD0DC018B974""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: PUT /licensePlateCountry/FR/update - Update country"",""context"":""default""}"
1774437691008,"{""timestamp"":""2026-03-25 11:21:31.007"",""level"":""INFO"",""thread"":""XNIO-1 task-3"",""mdc"":{""REQUEST_ID"":""DBE98A4BB6914DF1BD39FD0DC018B974""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Updated LicensePlateCountry with code=FR"",""context"":""default""}"
1774442366687,"{""timestamp"":""2026-03-25 12:39:26.686"",""level"":""INFO"",""thread"":""XNIO-1 task-10"",""mdc"":{""REQUEST_ID"":""EBA6D9C496274F1ABA00E460AD89E711""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: GET /licensePlateCountry - Fetch all license plate countries"",""context"":""default""}"
1774442366693,"{""timestamp"":""2026-03-25 12:39:26.692"",""level"":""INFO"",""thread"":""XNIO-1 task-3"",""mdc"":{""REQUEST_ID"":""B9017F964DFF4D988F48F44F3DC4E402""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Request received: GET /lpnCountryLimit - Fetch all LPN country limits"",""context"":""default""}"
1774442366697,"{""timestamp"":""2026-03-25 12:39:26.696"",""level"":""INFO"",""thread"":""XNIO-1 task-10"",""mdc"":{""REQUEST_ID"":""EBA6D9C496274F1ABA00E460AD89E711""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Fetched 19 license plate countries"",""context"":""default""}"
1774442366714,"{""timestamp"":""2026-03-25 12:39:26.714"",""level"":""INFO"",""thread"":""XNIO-1 task-3"",""mdc"":{""REQUEST_ID"":""B9017F964DFF4D988F48F44F3DC4E402""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerCallLimitJpaRepository"",""message"":""Repository: fetched 5 LpnCountryLimit rows"",""context"":""default""}"
1774442366716,"{""timestamp"":""2026-03-25 12:39:26.716"",""level"":""INFO"",""thread"":""XNIO-1 task-3"",""mdc"":{""REQUEST_ID"":""B9017F964DFF4D988F48F44F3DC4E402""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Fetched 5 LPN country limits"",""context"":""default""}"
1774442370637,"{""timestamp"":""2026-03-25 12:39:30.636"",""level"":""INFO"",""thread"":""XNIO-1 task-5"",""mdc"":{""REQUEST_ID"":""47952FE398CB44D4B54255357074A30A""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: GET /licensePlateCountry - Fetch all license plate countries"",""context"":""default""}"
1774442370642,"{""timestamp"":""2026-03-25 12:39:30.642"",""level"":""INFO"",""thread"":""XNIO-1 task-5"",""mdc"":{""REQUEST_ID"":""47952FE398CB44D4B54255357074A30A""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Fetched 19 license plate countries"",""context"":""default""}"
1774442374853,"{""timestamp"":""2026-03-25 12:39:34.852"",""level"":""INFO"",""thread"":""XNIO-1 task-8"",""mdc"":{""REQUEST_ID"":""4BC6CDCBEF2F41CCAD9284F4498AB1E2""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: GET /licensePlateCountry - Fetch all license plate countries"",""context"":""default""}"
1774442374856,"{""timestamp"":""2026-03-25 12:39:34.856"",""level"":""INFO"",""thread"":""XNIO-1 task-2"",""mdc"":{""REQUEST_ID"":""D2B42DDF48B5420CB4A642885AE367B7""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Request received: GET /lpnCountryLimit - Fetch all LPN country limits"",""context"":""default""}"
1774442374865,"{""timestamp"":""2026-03-25 12:39:34.864"",""level"":""INFO"",""thread"":""XNIO-1 task-8"",""mdc"":{""REQUEST_ID"":""4BC6CDCBEF2F41CCAD9284F4498AB1E2""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Fetched 19 license plate countries"",""context"":""default""}"
1774442374865,"{""timestamp"":""2026-03-25 12:39:34.865"",""level"":""INFO"",""thread"":""XNIO-1 task-2"",""mdc"":{""REQUEST_ID"":""D2B42DDF48B5420CB4A642885AE367B7""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerCallLimitJpaRepository"",""message"":""Repository: fetched 5 LpnCountryLimit rows"",""context"":""default""}"
1774442374867,"{""timestamp"":""2026-03-25 12:39:34.867"",""level"":""INFO"",""thread"":""XNIO-1 task-2"",""mdc"":{""REQUEST_ID"":""D2B42DDF48B5420CB4A642885AE367B7""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Fetched 5 LPN country limits"",""context"":""default""}"
1774860529298,"{""timestamp"":""2026-03-30 08:48:49.297"",""level"":""INFO"",""thread"":""XNIO-1 task-10"",""mdc"":{""REQUEST_ID"":""93506FE0B444450985817D21083D9E98""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerJpaRepository"",""message"":""Consumer found in  database with application name: PAMIR for id: 4"",""context"":""default""}"
1774860529315,"{""timestamp"":""2026-03-30 08:48:49.313"",""level"":""INFO"",""thread"":""XNIO-1 task-10"",""mdc"":{""REQUEST_ID"":""93506FE0B444450985817D21083D9E98""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerFlowConfigurationJpaRepository"",""message"":""ConsumerFlowConfiguration found in  database with application name: PAMIR, newflow:true for apiKey: F33E7CFBB40E4A679395587B7DC25343"",""context"":""default""}"
1774953891766,"{""timestamp"":""2026-03-31 10:44:51.766"",""level"":""INFO"",""thread"":""XNIO-1 task-2"",""mdc"":{""REQUEST_ID"":""32256cc8-0444-40c3-a8f4-117ad8f8f021""},""logger"":""com.inetpsa.cin.interfaces.rest.ConfigurationResource"",""message"":""Getting all configurations "",""context"":""default""}"
1774953891787,"{""timestamp"":""2026-03-31 10:44:51.786"",""level"":""INFO"",""thread"":""XNIO-1 task-2"",""mdc"":{""REQUEST_ID"":""32256cc8-0444-40c3-a8f4-117ad8f8f021""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerJpaRepository"",""message"":""Consumer found in  database with application name: CIN for apiKey: 1448a8f83def4b839c9d1460046e45dd"",""context"":""default""}"
1774953891809,"{""timestamp"":""2026-03-31 10:44:51.809"",""level"":""INFO"",""thread"":""XNIO-1 task-2"",""mdc"":{""REQUEST_ID"":""32256cc8-0444-40c3-a8f4-117ad8f8f021""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConfigurationJpaRepository"",""message"":""Configuration list found  in Database"",""context"":""default""}"
1774953900119,"{""timestamp"":""2026-03-31 10:45:00.119"",""level"":""INFO"",""thread"":""XNIO-1 task-1"",""mdc"":{""REQUEST_ID"":""97c12c3f-2292-490b-a559-79bb1586a8da""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerJpaRepository"",""message"":""Consumer found in  database with application name: CIN for apiKey: 1448a8f83def4b839c9d1460046e45dd"",""context"":""default""}"
1774953900131,"{""timestamp"":""2026-03-31 10:45:00.128"",""level"":""INFO"",""thread"":""XNIO-1 task-1"",""mdc"":{""REQUEST_ID"":""97c12c3f-2292-490b-a559-79bb1586a8da""},""logger"":""com.inetpsa.cin.common.domain.services.impl.ConfigurationServiceImpl"",""message"":""Updating configuration for :misterauto_refreshInterval(in months)"",""context"":""default""}"
1774953912109,"{""timestamp"":""2026-03-31 10:45:12.108"",""level"":""INFO"",""thread"":""XNIO-1 task-10"",""mdc"":{""REQUEST_ID"":""ba796ea8-4b89-49b1-b82a-d0310279dbf7""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerJpaRepository"",""message"":""Consumer found in  database with application name: CIN for apiKey: 1448a8f83def4b839c9d1460046e45dd"",""context"":""default""}"
1774953912112,"{""timestamp"":""2026-03-31 10:45:12.109"",""level"":""INFO"",""thread"":""XNIO-1 task-10"",""mdc"":{""REQUEST_ID"":""ba796ea8-4b89-49b1-b82a-d0310279dbf7""},""logger"":""com.inetpsa.cin.common.domain.services.impl.ConfigurationServiceImpl"",""message"":""Updating configuration for :vin_refreshInterval(in months)"",""context"":""default""}"
1774953916336,"{""timestamp"":""2026-03-31 10:45:16.335"",""level"":""INFO"",""thread"":""XNIO-1 task-4"",""mdc"":{""REQUEST_ID"":""12c16b86-790f-47eb-bc34-f0088def897c""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerJpaRepository"",""message"":""Consumer found in  database with application name: CIN for apiKey: 1448a8f83def4b839c9d1460046e45dd"",""context"":""default""}"
1774953916337,"{""timestamp"":""2026-03-31 10:45:16.336"",""level"":""INFO"",""thread"":""XNIO-1 task-4"",""mdc"":{""REQUEST_ID"":""12c16b86-790f-47eb-bc34-f0088def897c""},""logger"":""com.inetpsa.cin.common.domain.services.impl.ConfigurationServiceImpl"",""message"":""Updating configuration for :vin_refreshInterval(in months)"",""context"":""default""}"
1774953923121,"{""timestamp"":""2026-03-31 10:45:23.120"",""level"":""INFO"",""thread"":""XNIO-1 task-7"",""mdc"":{""REQUEST_ID"":""7547B48BD8CD4157BAF131DF786F18D2""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Request received: GET /lpnCountryLimit - Fetch all LPN country limits"",""context"":""default""}"
1774953923129,"{""timestamp"":""2026-03-31 10:45:23.128"",""level"":""INFO"",""thread"":""XNIO-1 task-5"",""mdc"":{""REQUEST_ID"":""C01FC0DB9DE94907B61AE2E40FD29FEC""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: GET /licensePlateCountry - Fetch all license plate countries"",""context"":""default""}"
1774953923132,"{""timestamp"":""2026-03-31 10:45:23.130"",""level"":""INFO"",""thread"":""XNIO-1 task-7"",""mdc"":{""REQUEST_ID"":""7547B48BD8CD4157BAF131DF786F18D2""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerCallLimitJpaRepository"",""message"":""Repository: fetched 5 LpnCountryLimit rows"",""context"":""default""}"
1774953923146,"{""timestamp"":""2026-03-31 10:45:23.143"",""level"":""INFO"",""thread"":""XNIO-1 task-7"",""mdc"":{""REQUEST_ID"":""7547B48BD8CD4157BAF131DF786F18D2""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Fetched 5 LPN country limits"",""context"":""default""}"
1774953923155,"{""timestamp"":""2026-03-31 10:45:23.155"",""level"":""INFO"",""thread"":""XNIO-1 task-5"",""mdc"":{""REQUEST_ID"":""C01FC0DB9DE94907B61AE2E40FD29FEC""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Fetched 19 license plate countries"",""context"":""default""}"
1774954036744,"{""timestamp"":""2026-03-31 10:47:16.741"",""level"":""INFO"",""thread"":""XNIO-1 task-5"",""mdc"":{""REQUEST_ID"":""EC744A83D9BB446A9F64D9863E596D82""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Request received: GET /lpnCountryLimit - Fetch all LPN country limits"",""context"":""default""}"
1774954036756,"{""timestamp"":""2026-03-31 10:47:16.752"",""level"":""INFO"",""thread"":""XNIO-1 task-8"",""mdc"":{""REQUEST_ID"":""50570D9D134944EF998A69866920A38B""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Request received: GET /licensePlateCountry - Fetch all license plate countries"",""context"":""default""}"
1774954036761,"{""timestamp"":""2026-03-31 10:47:16.756"",""level"":""INFO"",""thread"":""XNIO-1 task-5"",""mdc"":{""REQUEST_ID"":""EC744A83D9BB446A9F64D9863E596D82""},""logger"":""com.inetpsa.cin.common.domain.infrastructure.persistence.repository.impl.ConsumerCallLimitJpaRepository"",""message"":""Repository: fetched 285 LpnCountryLimit rows"",""context"":""default""}"
1774954036773,"{""timestamp"":""2026-03-31 10:47:16.772"",""level"":""INFO"",""thread"":""XNIO-1 task-8"",""mdc"":{""REQUEST_ID"":""50570D9D134944EF998A69866920A38B""},""logger"":""com.inetpsa.cin.interfaces.rest.LicensePlateCountryResource"",""message"":""Fetched 19 license plate countries"",""context"":""default""}"
1774954036775,"{""timestamp"":""2026-03-31 10:47:16.775"",""level"":""INFO"",""thread"":""XNIO-1 task-5"",""mdc"":{""REQUEST_ID"":""EC744A83D9BB446A9F64D9863E596D82""},""logger"":""com.inetpsa.cin.interfaces.rest.LpnCountryLimitResource"",""message"":""Fetched 285 LPN country limits"",""context"":""default""}"
