Rule,File,Line,Before,After,Severity
D11-001,ErrorMessage.java,22,"private String ISSUE_MSG_TOKEN_VERIFICATION_FAILED = ""The Request failed because Token verification failed"";","@Value(""${issue_msg_token_verification_failed}"") private String ISSUE_MSG_TOKEN_VERIFICATION_FAILED;",CRITICAL
D11-001,ErrorMessage.java,25,"private String ISSUE_MSG_EXCEPTION_VERIFYING_TOKEN = ""The request couldn't processed because Error occured while Verifying token"";","@Value(""${issue_msg_exception_verifying_token}"") private String ISSUE_MSG_EXCEPTION_VERIFYING_TOKEN;",CRITICAL
D11-001,ErrorMessage.java,58,"private String ERR_MSG_EXCEPTION_VERIFYING_TOKEN = ""goodwill.i18.api.exception.verify.token"";","@Value(""${err_msg_exception_verifying_token}"") private String ERR_MSG_EXCEPTION_VERIFYING_TOKEN;",CRITICAL
D11-001,ErrorMessage.java,76,"private String ERR_MSG_TOKEN_VIN_IS_INVALID = ""goodwill.i18.api.error.vin.invalid"";","@Value(""${err_msg_token_vin_is_invalid}"") private String ERR_MSG_TOKEN_VIN_IS_INVALID;",CRITICAL
D11-001,ErrorMessage.java,79,"private String ERR_MSG_TOKEN_USERID_IS_INVALID = ""goodwill.i18.api.error.userId.invalid"";","@Value(""${err_msg_token_userid_is_invalid}"") private String ERR_MSG_TOKEN_USERID_IS_INVALID;",CRITICAL
D11-001,ErrorMessage.java,82,"private String ERR_MSG_TOKEN_SOURCE_APPLICATION_IS_INVALID = ""goodwill.i18.api.error.sourceApplication.invalid"";","@Value(""${err_msg_token_source_application_is_invalid}"") private String ERR_MSG_TOKEN_SOURCE_APPLICATION_IS_INVALID;",CRITICAL
D11-001,ErrorMessage.java,85,"private String ERR_MSG_ISS_TOKEN_IS_INVALID = ""goodwill.i18.api.error.iss.token.invalid"";","@Value(""${err_msg_iss_token_is_invalid}"") private String ERR_MSG_ISS_TOKEN_IS_INVALID;",CRITICAL
D11-001,ErrorMessage.java,88,"private String ERR_MSG_TOKEN_IS_INVALID = ""goodwill.i18.api.error.token.invalid"";","@Value(""${err_msg_token_is_invalid}"") private String ERR_MSG_TOKEN_IS_INVALID;",CRITICAL
D11-001,ErrorMessage.java,91,"private String ERR_MSG_TOKEN_LANGUAGE_IS_INVALID = ""goodwill.i18.api.error.language.invalid"";","@Value(""${err_msg_token_language_is_invalid}"") private String ERR_MSG_TOKEN_LANGUAGE_IS_INVALID;",CRITICAL
D11-001,ErrorMessage.java,103,"private String ERR_MSG_TOKEN_IS_EXPIRED = ""goodwill.i18.api.error.token.expired"";","@Value(""${err_msg_token_is_expired}"") private String ERR_MSG_TOKEN_IS_EXPIRED;",CRITICAL
D11-001,ErrorMessage.java,106,"private String ERR_MSG_TOKEN_RRDI_INVALID = ""goodwill.i18.api.error.rrdi.invalid"";","@Value(""${err_msg_token_rrdi_invalid}"") private String ERR_MSG_TOKEN_RRDI_INVALID;",CRITICAL
D11-001,ErrorMessage.java,109,"private String ERR_MSG_TOKEN_RRDI_USER_UNAUTHORIZED = ""goodwill.i18.api.error.rrdi.user.unauthorized"";","@Value(""${err_msg_token_rrdi_user_unauthorized}"") private String ERR_MSG_TOKEN_RRDI_USER_UNAUTHORIZED;",CRITICAL
D11-001,ErrorMessage.java,115,"private String ERR_MSG_TOKEN_VERIFICATION_FAILED = ""Token verification failed"";","@Value(""${err_msg_token_verification_failed}"") private String ERR_MSG_TOKEN_VERIFICATION_FAILED;",CRITICAL
D11-001,ErrorMessage.java,118,"private String ERR_MSG_TOKEN_REPAIRER_COUNTRY_INVALID = ""goodwill.i18.api.error.token.repairerCountry.invalid"";","@Value(""${err_msg_token_repairer_country_invalid}"") private String ERR_MSG_TOKEN_REPAIRER_COUNTRY_INVALID;",CRITICAL
D11-001,ErrorMessage.java,121,"private String ERR_MSG_TOKEN_LOCALE_INVALID = ""goodwill.i18.api.error.token.locale.invalid"";","@Value(""${err_msg_token_locale_invalid}"") private String ERR_MSG_TOKEN_LOCALE_INVALID;",CRITICAL
D11-001,ErrorMessage.java,127,"private String ERR_MSG_AUTH_TOKEN_MISSING = ""goodwill.i18.api.error.auth.token.missing"";","@Value(""${err_msg_auth_token_missing}"") private String ERR_MSG_AUTH_TOKEN_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,32,"private String ISSUE_MSG_TOKEN_VERIFICATION_FAILED = ""The Request failed because Token verification failed"";","@Value(""${issue_msg_token_verification_failed}"") private String ISSUE_MSG_TOKEN_VERIFICATION_FAILED;",CRITICAL
D11-001,ErrorMessageConstants.java,35,"private String ISSUE_MSG_EXCEPTION_VERIFYING_TOKEN = ""The request couldn't processed because Error occured while Verifying token"";","@Value(""${issue_msg_exception_verifying_token}"") private String ISSUE_MSG_EXCEPTION_VERIFYING_TOKEN;",CRITICAL
D11-001,ErrorMessageConstants.java,77,"private String ISSUE_MSG_TOKEN_MISSING = ""Token is a mandatory parameter"";","@Value(""${issue_msg_token_missing}"") private String ISSUE_MSG_TOKEN_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,80,"private String ISSUE_MSG_TOKEN_RRDI_MISSING = ""RRDI is a mandatory parameter"";","@Value(""${issue_msg_token_rrdi_missing}"") private String ISSUE_MSG_TOKEN_RRDI_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,83,"private String ISSUE_MSG_TOKEN_USER_NAME_MISSING = ""UserName is a mandatory parameter"";","@Value(""${issue_msg_token_user_name_missing}"") private String ISSUE_MSG_TOKEN_USER_NAME_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,86,"private String ISSUE_MSG_TOKEN_USER_COUNTRY_MISSING = ""UserCountry is a mandatory parameter"";","@Value(""${issue_msg_token_user_country_missing}"") private String ISSUE_MSG_TOKEN_USER_COUNTRY_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,89,"private String ISSUE_MSG_TOKEN_POS_MISSING = ""Pos is a mandatory parameter"";","@Value(""${issue_msg_token_pos_missing}"") private String ISSUE_MSG_TOKEN_POS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,104,"private String MSG_TOKEN_NOT_VALID = ""Token is not valid"";","@Value(""${msg_token_not_valid}"") private String MSG_TOKEN_NOT_VALID;",CRITICAL
D11-001,ErrorMessageConstants.java,107,"private String MSG_TOKEN_EXPIRED = ""Token is Expired"";","@Value(""${msg_token_expired}"") private String MSG_TOKEN_EXPIRED;",CRITICAL
D11-001,ErrorMessageConstants.java,213,"private String ERR_MSG_EXCEPTION_VERIFYING_TOKEN = ""dimbo.i18n.api.exception.verify.token"";","@Value(""${err_msg_exception_verifying_token}"") private String ERR_MSG_EXCEPTION_VERIFYING_TOKEN;",CRITICAL
D11-001,ErrorMessageConstants.java,268,"private String ERR_MSG_TOKEN_VIN_IS_MISSING = ""dimbo.i18n.api.error.vin.missing"";","@Value(""${err_msg_token_vin_is_missing}"") private String ERR_MSG_TOKEN_VIN_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,271,"private String ERR_MSG_TOKEN_VIN_RRDI_IS_MISSING = ""dimbo.i18n.api.error.vinRrdi.missing"";","@Value(""${err_msg_token_vin_rrdi_is_missing}"") private String ERR_MSG_TOKEN_VIN_RRDI_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,274,"private String ERR_MSG_TOKEN_USERID_IS_MISSING = ""dimbo.i18n.api.error.userID.missing"";","@Value(""${err_msg_token_userid_is_missing}"") private String ERR_MSG_TOKEN_USERID_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,277,"private String ERR_MSG_TOKEN_SOURCE_APPLICATION_IS_MISSING = ""dimbo.i18n.api.error.sourceApplication.missing"";","@Value(""${err_msg_token_source_application_is_missing}"") private String ERR_MSG_TOKEN_SOURCE_APPLICATION_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,280,"private String ERR_MSG_TOKEN_LANGUAGE_IS_MISSING = ""dimbo.i18n.api.error.language.missing"";","@Value(""${err_msg_token_language_is_missing}"") private String ERR_MSG_TOKEN_LANGUAGE_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,283,"private String ERR_MSG_TOKEN_LANGUAGE_IS_INVALID = ""dimbo.i18n.api.error.langauge.invalid"";","@Value(""${err_msg_token_language_is_invalid}"") private String ERR_MSG_TOKEN_LANGUAGE_IS_INVALID;",CRITICAL
D11-001,ErrorMessageConstants.java,301,"private String ERR_MSG_TOKEN_NOT_VALID = ""dimbo.i18n.api.error.token.invalid"";","@Value(""${err_msg_token_not_valid}"") private String ERR_MSG_TOKEN_NOT_VALID;",CRITICAL
D11-001,ErrorMessageConstants.java,304,"private String ERR_MSG_TOKEN_IS_EXPIRED = ""dimbo.i18n.api.error.token.expired"";","@Value(""${err_msg_token_is_expired}"") private String ERR_MSG_TOKEN_IS_EXPIRED;",CRITICAL
D11-001,ErrorMessageConstants.java,307,"private String ERR_MSG_TOKEN_MISSING = ""dimbo.i18n.api.error.token.missing"";","@Value(""${err_msg_token_missing}"") private String ERR_MSG_TOKEN_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,310,"private String ERR_MSG_TOKEN_RRDI_MISSING = ""dimbo.i18n.api.error.rrdi.missing"";","@Value(""${err_msg_token_rrdi_missing}"") private String ERR_MSG_TOKEN_RRDI_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,313,"private String ERR_MSG_TOKEN_RECEPTION_RRDI_MISSING = ""dimbo.i18n.api.error.reception.rrdi.missing"";","@Value(""${err_msg_token_reception_rrdi_missing}"") private String ERR_MSG_TOKEN_RECEPTION_RRDI_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,316,"private String ERR_MSG_TOKEN_LOCALE_IS_MISSING = ""dimbo.i18n.api.error.locale.missing"";","@Value(""${err_msg_token_locale_is_missing}"") private String ERR_MSG_TOKEN_LOCALE_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,319,"private String ERR_MSG_TOKEN_LOCALE_IS_INVALID = ""dimbo.i18n.api.error.locale.invalid"";","@Value(""${err_msg_token_locale_is_invalid}"") private String ERR_MSG_TOKEN_LOCALE_IS_INVALID;",CRITICAL
D11-001,ErrorMessageConstants.java,322,"private String ERR_MSG_TOKEN_USER_NAME_MISSING = ""dimbo.i18n.api.error.username.missing"";","@Value(""${err_msg_token_user_name_missing}"") private String ERR_MSG_TOKEN_USER_NAME_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,325,"private String ERR_MSG_TOKEN_USER_COUNTRY_MISSING = ""dimbo.i18n.api.error.usercountry.missing"";","@Value(""${err_msg_token_user_country_missing}"") private String ERR_MSG_TOKEN_USER_COUNTRY_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,328,"private String ERR_MSG_TOKEN_POS_MISSING = ""dimbo.i18n.api.error.pos.missing"";","@Value(""${err_msg_token_pos_missing}"") private String ERR_MSG_TOKEN_POS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,458,"private String ERR_MSG_TOKEN_VERIFICATION_FAILED = ""dimbo.i18n.api.error.tokenVerification.failed"";","@Value(""${err_msg_token_verification_failed}"") private String ERR_MSG_TOKEN_VERIFICATION_FAILED;",CRITICAL
D11-001,ErrorMessageConstants.java,464,"private String ERR_MSG_TOKEN_REPAIRER_COUNTRY_INVALID = ""dimbo.i18n.api.error.token.repairercountry.invalid"";","@Value(""${err_msg_token_repairer_country_invalid}"") private String ERR_MSG_TOKEN_REPAIRER_COUNTRY_INVALID;",CRITICAL
D11-001,ErrorMessageConstants.java,467,"private String ERR_MSG_TOKEN_USER_COUNTRY_INVALID = ""dimbo.i18n.api.error.token.usercountry.invalid"";","@Value(""${err_msg_token_user_country_invalid}"") private String ERR_MSG_TOKEN_USER_COUNTRY_INVALID;",CRITICAL
D11-001,ErrorMessageConstants.java,470,"private String ERR_MSG_TOKEN_LOCALE_INVALID = ""dimbo.i18n.api.error.token.locale.invalid"";","@Value(""${err_msg_token_locale_invalid}"") private String ERR_MSG_TOKEN_LOCALE_INVALID;",CRITICAL
D11-001,ErrorMessageConstants.java,485,"private String ERR_MSG_AUTH_TOKEN_MISSING = ""dimbo.i18n.api.error.Auth.token.missing"";","@Value(""${err_msg_auth_token_missing}"") private String ERR_MSG_AUTH_TOKEN_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,488,"private String ERR_MSG_ISS_TOKEN_IS_INVALID = ""dimbo.i18n.api.error.iss.token.invalid"";","@Value(""${err_msg_iss_token_is_invalid}"") private String ERR_MSG_ISS_TOKEN_IS_INVALID;",CRITICAL
D1-001,HubPayloadResponse.java,0,,"Split into HubPayloadResponseCrudService, HubPayloadResponseQueryService, etc.",MEDIUM
D1-001,PanierPayloadResponse.java,0,,"Split into PanierPayloadResponseCrudService, PanierPayloadResponseQueryService, etc.",MEDIUM
D6-001,BrandcareRepositoryImpl.java,194,"""SELECT * FROM x WHERE name = '"" + userInput + ""'""","""SELECT * FROM x WHERE name = ?"" with PreparedStatement / @Query :param",CRITICAL
D1-002,AuthenticationResource.java,98,,Extract private helper methods for logical blocks,MEDIUM
D1-002,AuthenticationResource.java,137,,Extract private helper methods for logical blocks,MEDIUM
D1-002,AuthenticationResource.java,283,,Extract private helper methods for logical blocks,MEDIUM
D1-002,AuthenticationResource.java,381,,Extract private helper methods for logical blocks,MEDIUM
D11-001,AuthenticationResource.java,77,"private String TOKEN = ""Token"";","@Value(""${token}"") private String TOKEN;",CRITICAL
D1-002,BrandcareResource.java,81,,Extract private helper methods for logical blocks,MEDIUM
D1-004,BrandcareResource.java,85,,private static final int CONSTANT_NAME = 401;,LOW
D1-004,BrandcareResource.java,86,,private static final int CONSTANT_NAME = 400;,LOW
D1-002,BrandcareResource.java,172,,Extract private helper methods for logical blocks,MEDIUM
D1-004,BrandcareResource.java,176,,private static final int CONSTANT_NAME = 401;,LOW
D1-002,BrandcareResource.java,249,,Extract private helper methods for logical blocks,MEDIUM
D1-004,BrandcareResource.java,253,,private static final int CONSTANT_NAME = 401;,LOW
D1-004,BrandcareResource.java,255,,private static final int CONSTANT_NAME = 206;,LOW
D1-004,BrandcareResource.java,256,,private static final int CONSTANT_NAME = 400;,LOW
D1-004,BrandcareResource.java,288,,private static final int CONSTANT_NAME = 206;,LOW
D1-004,BrandcareResource.java,332,,private static final int CONSTANT_NAME = 17;,LOW
D11-001,BrandcareResource.java,57,"private String TOKEN = ""Token"";","@Value(""${token}"") private String TOKEN;",CRITICAL
D1-002,CountResource.java,91,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CountResource.java,136,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CountResource.java,199,,Group parameters into a Request DTO,LOW
D1-003,CountResource.java,224,,Group parameters into a Request DTO,LOW
D1-003,CountResource.java,254,,Group parameters into a Request DTO,LOW
D1-001,BrandCareFormEntity.java,0,,"Split into BrandCareFormEntityCrudService, BrandCareFormEntityQueryService, etc.",MEDIUM
D1-001,ContractEntity.java,0,,"Split into ContractEntityCrudService, ContractEntityQueryService, etc.",MEDIUM
D7-001,ContractEntity.java,55,Date,LocalDate / LocalDateTime,LOW
D7-001,ContractEntity.java,59,Date,LocalDate / LocalDateTime,LOW
D7-001,ContractEntity.java,75,Date,LocalDate / LocalDateTime,LOW
D7-001,ContractEntity.java,131,Date,LocalDate / LocalDateTime,LOW
D7-001,ContractEntity.java,140,Date,LocalDate / LocalDateTime,LOW
D7-001,ContractEntity.java,149,Date,LocalDate / LocalDateTime,LOW
D7-001,ContractEntity.java,158,Date,LocalDate / LocalDateTime,LOW
D7-001,ContractEntity.java,203,Date,LocalDate / LocalDateTime,LOW
D7-001,ContractEntity.java,212,Date,LocalDate / LocalDateTime,LOW
D1-001,RepairerEntity.java,0,,"Split into RepairerEntityCrudService, RepairerEntityQueryService, etc.",MEDIUM
D1-004,RepairerEntity.java,160,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,ServiceHistory.java,0,,"Split into ServiceHistoryCrudService, ServiceHistoryQueryService, etc.",MEDIUM
D1-001,Operations.java,0,,"Split into OperationsCrudService, OperationsQueryService, etc.",MEDIUM
D1-001,Services.java,0,,"Split into ServicesCrudService, ServicesQueryService, etc.",MEDIUM
D1-001,ServicesEntity.java,0,,"Split into ServicesEntityCrudService, ServicesEntityQueryService, etc.",MEDIUM
D1-004,ServicesEntity.java,240,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,ServicesEntity.java,42,Date,LocalDate / LocalDateTime,LOW
D7-001,ServicesEntity.java,57,Date,LocalDate / LocalDateTime,LOW
D7-001,ServicesEntity.java,121,Date,LocalDate / LocalDateTime,LOW
D7-001,ServicesEntity.java,130,Date,LocalDate / LocalDateTime,LOW
D7-001,ServicesEntity.java,148,Date,LocalDate / LocalDateTime,LOW
D7-001,ServicesEntity.java,157,Date,LocalDate / LocalDateTime,LOW
D1-004,StatusResponse.java,61,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,UserLoginHistory.java,24,Date,LocalDate / LocalDateTime,LOW
D7-001,UserLoginHistory.java,27,Date,LocalDate / LocalDateTime,LOW
D7-001,UserLoginHistory.java,30,Date,LocalDate / LocalDateTime,LOW
D7-001,UserLoginHistory.java,41,Date,LocalDate / LocalDateTime,LOW
D7-001,UserLoginHistory.java,54,Date,LocalDate / LocalDateTime,LOW
D7-001,UserLoginHistory.java,58,Date,LocalDate / LocalDateTime,LOW
D7-001,UserLoginHistory.java,62,Date,LocalDate / LocalDateTime,LOW
D7-001,UserLoginHistory.java,66,Date,LocalDate / LocalDateTime,LOW
D7-001,UserLoginHistory.java,70,Date,LocalDate / LocalDateTime,LOW
D7-001,UserLoginHistory.java,74,Date,LocalDate / LocalDateTime,LOW
D11-001,AuthConstant.java,31,"private String TOKEN = ""token"";","@Value(""${token}"") private String TOKEN;",CRITICAL
D11-001,AuthConstant.java,37,"private String API_KEY_NOT_VALIDATED = ""Invalid ApiKey or no ApiKey is provided in request"";","@Value(""${api_key_not_validated}"") private String API_KEY_NOT_VALIDATED;",CRITICAL
D11-001,AuthConstant.java,82,"private String API_KEY = ""API-Key"";","@Value(""${api_key}"") private String API_KEY;",CRITICAL
D11-001,AuthConstant.java,88,"private String AUTHORIZATION_TOKEN = ""authorizationToken"";","@Value(""${authorization_token}"") private String AUTHORIZATION_TOKEN;",CRITICAL
D11-001,AuthConstant.java,90,"private String AUTH_TOKEN_KEY = ""authorizationToken"";","@Value(""${auth_token_key}"") private String AUTH_TOKEN_KEY;",CRITICAL
D11-001,Constants.java,576,"private String API_KEY = ""API-Key"";","@Value(""${api_key}"") private String API_KEY;",CRITICAL
D1-001,ApplicationConfig.java,0,,"Split into ApplicationConfigCrudService, ApplicationConfigQueryService, etc.",MEDIUM
D1-003,DimboValidator.java,30,,Group parameters into a Request DTO,LOW
D1-003,DimboValidator.java,46,,Group parameters into a Request DTO,LOW
D1-002,DimboSubcriptionServiceImpl.java,66,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboSubcriptionServiceImpl.java,193,,Extract private helper methods for logical blocks,MEDIUM
D7-001,DimboSubcriptionServiceImpl.java,159,Date,LocalDate / LocalDateTime,LOW
D7-001,DimboSubcriptionServiceImpl.java,175,Date,LocalDate / LocalDateTime,LOW
D1-003,DimboValidatorImpl.java,34,,Group parameters into a Request DTO,LOW
D1-003,DimboValidatorImpl.java,56,,Group parameters into a Request DTO,LOW
D1-003,DimboValidatorImpl.java,77,,Group parameters into a Request DTO,LOW
D1-004,DummyDimboSubcriptionServiceImpl.java,104,,private static final int CONSTANT_NAME = 36;,LOW
D1-004,DummyDimboSubcriptionServiceImpl.java,108,,private static final int CONSTANT_NAME = 16;,LOW
D1-004,DummyDimboSubcriptionServiceImpl.java,114,,private static final int CONSTANT_NAME = 36;,LOW
D1-004,DummyDimboSubcriptionServiceImpl.java,118,,private static final int CONSTANT_NAME = 8;,LOW
D7-001,DummyDimboSubcriptionServiceImpl.java,82,Date,LocalDate / LocalDateTime,LOW
D7-001,DummyDimboSubcriptionServiceImpl.java,82,Date,LocalDate / LocalDateTime,LOW
D1-002,VehicleInformationServiceImpl.java,141,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleInformationServiceImpl.java,181,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboSubcriptionJpaRepository.java,108,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboSubcriptionJpaRepository.java,179,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboSubcriptionJpaRepository.java,228,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboSubcriptionJpaRepository.java,273,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboSubcriptionJpaRepository.java,325,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboSubcriptionResource.java,128,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboSubcriptionResource.java,214,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboSubcriptionResource.java,364,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboSubcriptionResource.java,444,,Extract private helper methods for logical blocks,MEDIUM
D11-001,DimboSubcriptionResource.java,83,"private String TOKEN = ""Token"";","@Value(""${token}"") private String TOKEN;",CRITICAL
